;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1905;7.5;0.29;0.67;8.1;0.037;53.0;166.0;0.9966;2.9;0.41;8.9;6
1777;6.5;0.18;0.26;1.4;0.041;40.0;141.0;0.9941;3.34;0.72;9.5;6
3524;5.3;0.36;0.27;6.3;0.028;40.0;132.0;0.99186;3.37;0.4;11.6;6
779;8.1;0.17;0.44;14.1;0.053;43.0;145.0;1.0006;3.28;0.75;8.8;8
2133;8.3;0.24;0.27;2.1;0.03;22.0;162.0;0.9914;2.99;0.68;11.9;6
1767;7.4;0.32;0.22;1.7;0.051;50.0;179.0;0.9955;3.28;0.69;8.9;5
1043;7.5;0.33;0.48;19.45;0.048;55.0;243.0;1.001;2.95;0.4;8.8;5
3519;6.9;0.33;0.62;7.5;0.038;46.0;132.0;0.99143;3.23;0.43;13.4;7
1176;6.3;0.32;0.35;11.1;0.039;29.0;198.0;0.9984;3.36;0.5;9.4;7
555;9.2;0.25;0.34;1.2;0.026;31.0;93.0;0.9916;2.93;0.37;11.3;7
2648;6.6;0.23;0.29;14.45;0.057;29.0;144.0;0.99756;3.33;0.54;10.2;6
4466;6.2;0.32;0.24;4.1;0.051;34.0;149.0;0.99306;3.36;0.52;11.0;5
1494;7.7;0.35;0.49;8.65;0.033;42.0;186.0;0.9931;3.14;0.38;12.4;8
4327;6.4;0.24;0.26;8.2;0.054;47.0;182.0;0.99538;3.12;0.5;9.5;5
2395;7.0;0.27;0.29;3.9;0.059;28.0;199.0;0.9961;3.54;0.59;10.3;5
2709;7.8;0.25;0.34;13.7;0.044;66.0;184.0;0.99976;3.22;0.75;8.9;5
1631;8.2;0.2;0.49;3.5;0.057;14.0;108.0;0.9928;3.19;0.35;11.5;6
4617;5.2;0.5;0.18;2.0;0.036;23.0;129.0;0.98949;3.36;0.77;13.4;7
259;5.8;0.36;0.38;0.9;0.037;3.0;75.0;0.9904;3.28;0.34;11.4;4
2244;7.0;0.36;0.14;11.6;0.043;35.0;228.0;0.9977;3.13;0.51;8.9;5
3254;7.1;0.38;0.4;2.2;0.042;54.0;201.0;0.99177;3.03;0.5;11.4;5
655;7.7;0.27;0.35;5.3;0.03;30.0;117.0;0.992;3.11;0.42;12.2;6
2754;5.9;0.17;0.28;0.7;0.027;5.0;28.0;0.98985;3.13;0.32;10.6;5
1656;5.8;0.15;0.49;1.1;0.048;21.0;98.0;0.9929;3.19;0.48;9.2;5
1203;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6
4435;6.5;0.29;0.3;9.15;0.051;25.0;166.0;0.99339;3.24;0.56;11.3333333333;6
3286;6.8;0.23;0.31;2.8;0.047;40.0;122.0;0.99126;3.06;0.64;10.9;7
1387;6.6;0.42;0.33;2.8;0.034;15.0;85.0;0.99;3.28;0.51;13.4;6
1501;8.3;0.2;0.49;1.7;0.04;34.0;169.0;0.9938;3.05;0.37;10.1;5
4119;6.5;0.4;0.31;3.5;0.046;22.0;147.0;0.99024;3.15;0.31;12.0;7
296;8.3;0.39;0.7;10.6;0.045;33.0;169.0;0.9976;3.09;0.57;9.4;5
1902;8.8;0.23;0.35;10.7;0.04;26.0;183.0;0.9984;2.93;0.49;9.1;6
2125;6.0;0.28;0.22;12.15;0.048;42.0;163.0;0.9957;3.2;0.46;10.1;5
1242;8.1;0.43;0.42;6.6;0.033;36.0;141.0;0.9918;2.98;0.39;13.3;7
3831;6.8;0.31;0.19;3.5;0.086;30.0;130.0;0.993;2.83;0.44;9.6;5
83;7.3;0.22;0.3;8.2;0.047;42.0;207.0;0.9966;3.33;0.46;9.5;6
2679;7.6;0.18;0.28;7.1;0.041;29.0;110.0;0.99652;3.2;0.42;9.2;6
2543;6.5;0.23;0.25;17.3;0.046;15.0;110.0;0.99828;3.15;0.42;9.2;6
1040;8.2;0.68;0.3;2.1;0.047;17.0;138.0;0.995;3.22;0.71;10.8;4
2625;4.5;0.19;0.21;0.95;0.033;89.0;159.0;0.99332;3.34;0.42;8.0;5
1106;5.2;0.24;0.45;3.8;0.027;21.0;128.0;0.992;3.55;0.49;11.2;8
674;6.4;0.32;0.5;10.7;0.047;57.0;206.0;0.9968;3.08;0.6;9.4;5
2696;6.5;0.22;0.5;16.4;0.048;36.0;182.0;0.99904;3.02;0.49;8.8;6
2098;7.4;0.18;0.36;13.1;0.056;72.0;163.0;1.0;3.42;0.35;9.1;6
4689;6.7;0.16;0.32;12.5;0.035;18.0;156.0;0.99666;2.88;0.36;9.0;6
52;6.2;0.16;0.33;1.1;0.057;21.0;82.0;0.991;3.32;0.46;10.9;7
2871;6.7;0.15;0.38;1.7;0.037;20.0;84.0;0.99046;3.09;0.53;11.4;6
4116;6.2;0.35;0.2;18.1;0.069;33.0;158.0;0.99908;3.15;0.5;8.8;6
231;8.3;0.28;0.4;7.8;0.041;38.0;194.0;0.9976;3.34;0.51;9.6;6
864;4.8;0.33;0.0;6.5;0.028;34.0;163.0;0.9937;3.35;0.61;9.9;5
92;6.9;0.24;0.33;1.7;0.035;47.0;136.0;0.99;3.26;0.4;12.6;7
3087;6.1;0.2;0.34;9.5;0.041;38.0;201.0;0.995;3.14;0.44;10.1;3
4661;8.0;0.23;0.41;1.1;0.048;35.0;150.0;0.99168;3.09;0.47;11.2;5
1244;6.4;0.26;0.22;5.1;0.037;23.0;131.0;0.9944;3.29;0.32;10.1;5
3728;6.2;0.2;0.33;5.4;0.028;21.0;75.0;0.99012;3.36;0.41;13.5;7
4813;5.8;0.36;0.5;1.0;0.127;63.0;178.0;0.99212;3.1;0.45;9.7;5
1618;6.4;0.37;0.49;13.3;0.045;53.0;243.0;0.9982;3.14;0.48;8.5;6
660;7.1;0.28;0.26;1.9;0.049;12.0;86.0;0.9934;3.15;0.38;9.4;5
511;7.8;0.34;0.35;1.8;0.042;8.0;167.0;0.9908;3.11;0.41;12.1;6
750;7.2;0.29;0.4;7.6;0.024;56.0;177.0;0.9928;3.04;0.32;11.5;6
1917;7.1;0.18;0.26;1.3;0.041;20.0;71.0;0.9926;3.04;0.74;9.9;6
4690;6.7;0.16;0.32;12.5;0.035;18.0;156.0;0.99666;2.88;0.36;9.0;6
2214;7.1;0.26;0.3;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;11.4;5
4354;6.4;0.31;0.27;7.4;0.049;48.0;169.0;0.99323;3.27;0.45;11.1;6
4030;6.9;0.19;0.38;1.15;0.023;30.0;105.0;0.99047;3.11;0.38;11.4;5
3602;6.6;0.26;0.24;7.2;0.038;28.0;137.0;0.9952;3.35;0.6;10.4;6
1619;6.2;0.22;0.49;6.0;0.029;31.0;128.0;0.9928;3.41;0.36;11.3;8
2042;5.6;0.13;0.27;4.8;0.028;22.0;104.0;0.9948;3.34;0.45;9.2;6
2897;6.7;0.42;0.46;9.7;0.054;67.0;234.0;0.99848;3.23;0.5;9.0;5
2733;6.5;0.29;0.31;1.7;0.035;24.0;79.0;0.99053;3.27;0.69;11.4;7
3725;6.6;0.26;0.28;9.4;0.028;13.0;121.0;0.99254;3.17;0.34;12.1;6
2389;6.8;0.46;0.26;2.7;0.042;28.0;83.0;0.99114;3.38;0.51;12.0;8
410;7.2;0.25;0.39;18.95;0.038;42.0;155.0;0.9999;2.97;0.47;9.0;6
4706;6.1;0.22;0.4;1.85;0.031;25.0;111.0;0.98966;3.03;0.3;11.8;7
4171;6.6;0.22;0.37;1.6;0.04;31.0;101.0;0.99009;3.15;0.66;12.0;5
3282;6.7;0.12;0.36;2.3;0.039;43.0;125.0;0.99229;3.07;0.67;10.1;7
2346;7.7;0.28;0.63;11.1;0.039;58.0;179.0;0.9979;3.08;0.44;8.8;4
2331;7.5;0.3;0.32;1.4;0.032;31.0;161.0;0.99154;2.95;0.42;10.5;5
3865;6.0;0.31;0.38;4.8;0.04;41.0;101.0;0.98968;3.24;0.56;13.1;6
3709;6.7;0.31;0.09;1.4;0.039;53.0;141.0;0.99206;3.12;0.44;10.1;5
4032;6.8;0.27;0.22;17.8;0.034;16.0;116.0;0.9989;3.07;0.53;9.2;5
3164;7.8;0.3;0.36;4.6;0.024;20.0;198.0;0.99222;3.06;0.66;11.9;6
4094;6.4;0.25;0.28;4.9;0.03;29.0;98.0;0.99024;3.09;0.58;12.8;7
3446;7.3;0.34;0.3;9.4;0.057;34.0;178.0;0.99554;3.15;0.44;10.4;6
902;6.1;0.28;0.35;12.8;0.048;63.0;229.0;0.9975;3.08;0.4;8.9;5
4683;6.5;0.33;0.32;1.0;0.041;39.0;120.0;0.99004;3.06;0.37;12.2;6
1246;8.0;0.2;0.4;5.2;0.055;41.0;167.0;0.9953;3.18;0.4;10.6;7
1761;8.0;0.3;0.28;5.7;0.044;31.0;124.0;0.9948;3.16;0.51;10.2;6
641;6.1;0.28;0.25;12.9;0.054;34.0;189.0;0.9979;3.25;0.43;9.0;4
616;7.8;0.32;0.33;2.4;0.037;18.0;101.0;0.9912;3.21;0.65;11.7;7
2068;5.7;0.32;0.18;1.4;0.029;26.0;104.0;0.9906;3.44;0.37;11.0;6
4789;5.5;0.62;0.33;1.7;0.037;24.0;118.0;0.98758;3.15;0.39;13.55;6
1249;8.4;0.57;0.44;10.7;0.051;46.0;195.0;0.9981;3.15;0.51;10.4;5
4758;6.5;0.2;0.35;3.9;0.04;27.0;140.0;0.99102;2.98;0.53;11.8;6
2003;7.4;0.3;0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6
548;6.5;0.18;0.31;1.7;0.044;30.0;127.0;0.9928;3.49;0.5;10.2;7
630;7.0;0.23;0.42;18.05;0.05;35.0;144.0;0.9999;3.22;0.42;8.8;5
1583;6.4;0.18;0.74;11.9;0.046;54.0;168.0;0.9978;3.58;0.68;10.1;5
272;5.8;0.25;0.26;13.1;0.051;44.0;148.0;0.9972;3.29;0.38;9.3;5
1232;7.9;0.44;0.37;5.85;0.033;27.0;93.0;0.992;3.16;0.54;12.6;7
2627;7.8;0.17;0.23;1.7;0.029;39.0;128.0;0.99272;3.37;0.41;10.7;7
4606;6.9;0.29;0.32;5.8;0.04;16.0;112.0;0.993;3.04;0.58;11.2;5
4381;6.4;0.3;0.27;5.0;0.058;27.0;151.0;0.99198;3.22;0.49;12.2;6
2597;6.4;0.22;0.34;1.4;0.023;56.0;115.0;0.98958;3.18;0.7;11.7;6
3571;5.9;0.655;0.0;5.6;0.033;8.0;31.0;0.9936;3.32;0.51;10.5;4
962;7.3;0.24;0.34;15.4;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;6
3542;6.6;0.23;0.37;8.5;0.036;46.0;153.0;0.99576;3.2;0.48;9.4;6
3972;6.8;0.37;0.67;1.5;0.175;16.0;98.0;0.99244;3.06;0.56;10.3;6
2905;7.6;0.31;0.26;1.7;0.073;40.0;157.0;0.9938;3.1;0.46;9.8;5
4352;7.3;0.28;0.35;1.6;0.054;31.0;148.0;0.99178;3.18;0.47;10.7;5
102;6.0;0.21;0.24;12.1;0.05;55.0;164.0;0.997;3.34;0.39;9.4;5
3397;6.3;0.19;0.29;5.5;0.042;44.0;189.0;0.99304;3.19;0.47;10.3;6
2910;6.1;0.37;0.2;7.6;0.031;49.0;170.0;0.99558;3.22;0.48;9.5;5
4639;6.9;0.54;0.26;12.7;0.049;59.0;195.0;0.99596;3.26;0.54;10.5;6
1363;6.9;0.32;0.16;1.4;0.051;15.0;96.0;0.994;3.22;0.38;9.5;4
3425;7.1;0.17;0.4;14.55;0.047;47.0;156.0;0.99945;3.34;0.78;9.1;6
3261;6.3;0.32;0.32;1.5;0.03;24.0;101.0;0.98923;3.21;0.42;13.0;5
3217;5.8;0.33;0.23;5.0;0.053;29.0;106.0;0.99458;3.13;0.52;9.0;5
4711;5.4;0.205;0.16;12.55;0.051;31.0;115.0;0.99564;3.4;0.38;10.8;6
1632;7.1;0.28;0.49;6.5;0.041;28.0;111.0;0.9926;3.41;0.58;12.2;8
3060;6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5
1432;6.5;0.36;0.49;2.9;0.03;16.0;94.0;0.9902;3.1;0.49;12.1;7
4346;6.7;0.27;0.69;1.2;0.176;36.0;106.0;0.99288;2.96;0.43;9.2;6
2889;8.4;0.36;0.36;11.1;0.032;21.0;132.0;0.99313;2.95;0.39;13.0;6
3302;6.6;0.24;0.28;6.7;0.032;26.0;91.0;0.99172;3.13;0.32;12.3;6
3013;7.0;0.13;0.37;12.85;0.042;36.0;105.0;0.99581;3.05;0.55;10.7;6
4064;5.5;0.28;0.21;1.6;0.032;23.0;85.0;0.99027;3.42;0.42;12.5;5
4511;6.1;0.27;0.32;1.1;0.034;24.0;110.0;0.9898;3.36;0.4;12.5;6
1336;7.8;0.29;0.36;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;11.2;8
1597;6.4;0.27;0.49;7.3;0.046;53.0;206.0;0.9956;3.24;0.43;9.2;6
699;7.4;0.31;0.48;14.2;0.042;62.0;204.0;0.9983;3.06;0.59;9.4;5
1806;7.6;0.38;0.2;3.4;0.046;9.0;116.0;0.9944;3.15;0.41;9.4;5
3475;6.2;0.36;0.45;10.4;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;6
4499;5.2;0.38;0.26;7.7;0.053;20.0;103.0;0.9925;3.27;0.45;12.2;6
4269;7.1;0.46;0.23;13.7;0.045;44.0;192.0;0.9981;3.11;0.53;9.4;5
2073;6.6;0.27;0.29;5.3;0.045;57.0;189.0;0.9953;3.31;0.79;9.8;5
4425;6.1;0.22;0.5;6.6;0.045;30.0;122.0;0.99415;3.22;0.49;9.9;6
4380;5.7;0.31;0.29;7.3;0.05;33.0;143.0;0.99332;3.31;0.5;11.0666666667;6
829;7.1;0.16;0.36;1.2;0.043;21.0;90.0;0.9925;3.16;0.42;11.0;7
813;6.5;0.26;0.32;16.5;0.045;44.0;166.0;1.0;3.38;0.46;9.5;6
1380;6.9;0.38;0.32;8.5;0.044;36.0;152.0;0.9932;3.38;0.35;12.0;7
3308;6.4;0.35;0.28;12.6;0.039;19.0;124.0;0.99539;3.2;0.43;10.6;6
4721;6.1;0.32;0.33;10.7;0.036;27.0;98.0;0.99521;3.34;0.52;10.2;6
2404;9.8;0.16;0.46;1.8;0.046;23.0;130.0;0.99587;3.04;0.67;9.6;5
2697;7.0;0.18;0.37;1.5;0.043;16.0;104.0;0.99216;3.18;0.5;10.8;5
118;7.2;0.31;0.5;13.3;0.056;68.0;195.0;0.9982;3.01;0.47;9.2;5
2241;7.1;0.28;0.19;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;5
4316;7.2;0.585;0.2;10.4;0.086;17.0;94.0;0.99681;3.13;0.4;9.4;5
2880;7.9;0.25;0.35;6.7;0.039;22.0;64.0;0.99362;2.93;0.49;10.7;5
3512;6.3;0.21;0.31;1.2;0.043;30.0;117.0;0.99158;3.49;0.68;11.0;6
2305;7.0;0.36;0.3;5.0;0.04;40.0;143.0;0.99173;3.33;0.42;12.2;7
2433;7.4;0.35;0.2;13.9;0.054;63.0;229.0;0.99888;3.11;0.5;8.9;6
688;7.2;0.28;0.3;10.7;0.044;61.0;222.0;0.9972;3.14;0.5;9.1;6
611;7.4;0.24;0.4;4.3;0.032;9.0;95.0;0.992;3.09;0.39;11.1;6
875;7.1;0.21;0.32;2.2;0.037;28.0;141.0;0.993;3.2;0.57;10.0;7
105;7.3;0.13;0.32;14.4;0.051;34.0;109.0;0.9974;3.2;0.35;9.2;6
1829;7.7;0.44;0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;7
1894;6.8;0.35;0.44;6.5;0.056;31.0;161.0;0.9952;3.14;0.44;9.5;5
1429;6.1;0.22;0.49;1.5;0.051;18.0;87.0;0.9928;3.3;0.46;9.6;5
895;5.6;0.19;0.39;1.1;0.043;17.0;67.0;0.9918;3.23;0.53;10.3;6
2373;7.6;0.48;0.37;1.2;0.034;5.0;57.0;0.99256;3.05;0.54;10.4;3
4206;5.9;0.32;0.2;14.4;0.05;29.0;144.0;0.99666;3.24;0.41;10.3;6
1706;6.4;0.24;0.22;1.5;0.038;38.0;157.0;0.9934;3.41;0.55;9.9;6
2028;8.9;0.21;0.34;7.1;0.037;33.0;150.0;0.9962;3.1;0.45;9.7;6
761;7.0;0.2;0.38;8.1;0.05;42.0;173.0;0.99585;3.3;0.54;9.8;6
3142;7.8;0.17;0.5;1.3;0.045;35.0;140.0;0.9904;3.16;0.4;12.0;6
2438;6.9;0.43;0.28;9.4;0.056;29.0;183.0;0.99594;3.17;0.43;9.4;5
4484;5.8;0.555;0.26;4.5;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;5
4176;6.8;0.24;0.33;3.2;0.049;68.0;161.0;0.99324;3.1;0.69;10.2;6
193;6.6;0.15;0.34;5.1;0.055;34.0;125.0;0.9942;3.36;0.42;9.6;5
1060;8.0;0.26;0.36;2.0;0.054;30.0;121.0;0.992;3.09;0.72;11.6;7
133;6.6;0.24;0.27;15.8;0.035;46.0;188.0;0.9982;3.24;0.51;9.2;5
845;7.3;0.21;0.29;1.6;0.034;29.0;118.0;0.9917;3.3;0.5;11.0;8
3606;6.4;0.38;0.24;7.2;0.047;41.0;151.0;0.99604;3.11;0.6;9.2;5
3914;6.2;0.39;0.24;4.8;0.037;45.0;138.0;0.99174;3.23;0.43;11.2;7
3768;6.3;0.24;0.29;13.7;0.035;53.0;134.0;0.99567;3.17;0.38;10.6;6
3827;5.1;0.23;0.18;1.0;0.053;13.0;99.0;0.98956;3.22;0.39;11.5;5
554;7.8;0.28;0.34;1.6;0.028;32.0;118.0;0.9901;3.0;0.38;12.1;7
1183;6.4;0.26;0.3;2.2;0.025;33.0;134.0;0.992;3.21;0.47;10.6;6
4422;6.2;0.22;0.28;2.2;0.04;24.0;125.0;0.9917;3.19;0.48;10.5;6
1568;7.4;0.3;0.49;8.2;0.055;49.0;188.0;0.9974;3.52;0.58;9.7;6
2205;7.7;0.39;0.34;10.0;0.056;35.0;178.0;0.9974;3.26;0.6;10.2;5
3855;5.9;0.18;0.29;4.6;0.032;68.0;137.0;0.99159;3.21;0.38;11.3;6
2713;6.8;0.23;0.42;7.4;0.044;56.0;189.0;0.9958;3.22;0.48;9.3;6
4679;4.7;0.335;0.14;1.3;0.036;69.0;168.0;0.99212;3.47;0.46;10.5;5
3584;7.4;0.25;0.28;7.25;0.028;14.0;78.0;0.99238;2.94;0.37;11.5;7
4848;7.0;0.36;0.35;2.5;0.048;67.0;161.0;0.99146;3.05;0.56;11.1;6
2469;6.8;0.34;0.1;1.4;0.049;29.0;118.0;0.9936;3.21;0.41;9.5;5
205;6.4;0.21;0.5;11.6;0.042;45.0;153.0;0.9972;3.15;0.43;8.8;5
2772;6.2;0.29;0.32;3.6;0.026;39.0;138.0;0.9892;3.31;0.37;13.1;7
3293;6.8;0.17;0.35;1.8;0.04;29.0;84.0;0.98961;2.91;0.57;12.0;7
830;7.3;0.205;0.31;1.7;0.06;34.0;110.0;0.9963;3.72;0.69;10.5;6
30;8.5;0.24;0.39;10.4;0.044;20.0;142.0;0.9974;3.2;0.53;10.0;6
4833;5.6;0.33;0.28;1.2;0.031;33.0;97.0;0.99126;3.49;0.58;10.9;6
3330;6.7;0.23;0.33;8.1;0.048;45.0;176.0;0.99472;3.11;0.52;10.1;6
4549;6.9;0.28;0.37;9.1;0.037;16.0;76.0;0.9948;3.05;0.54;11.1;5
4417;6.2;0.22;0.28;2.2;0.04;24.0;125.0;0.9917;3.19;0.48;10.5;6
2712;6.4;0.21;0.44;7.4;0.045;47.0;182.0;0.9957;3.24;0.46;9.1;5
3273;6.4;0.23;0.32;1.9;0.038;40.0;118.0;0.99074;3.32;0.53;11.8;7
2808;7.0;0.27;0.48;6.1;0.042;60.0;184.0;0.99566;3.2;0.5;9.4;6
2567;6.6;0.24;0.28;1.8;0.028;39.0;132.0;0.99182;3.34;0.46;11.4;5
1885;7.2;0.2;0.61;16.2;0.043;14.0;103.0;0.9987;3.06;0.36;9.2;6
1257;6.4;0.17;0.27;6.7;0.036;88.0;223.0;0.9948;3.28;0.35;10.2;6
1587;6.4;0.25;0.74;7.8;0.045;52.0;209.0;0.9956;3.21;0.42;9.2;6
3108;7.6;0.35;0.46;14.7;0.047;33.0;151.0;0.99709;3.03;0.53;10.3;5
3134;6.5;0.16;0.33;4.8;0.043;45.0;114.0;0.992;3.18;0.44;11.2;6
2973;6.6;0.23;0.3;14.9;0.051;33.0;118.0;0.99835;3.04;0.54;9.0;6
1098;6.5;0.29;0.25;10.6;0.039;32.0;120.0;0.9962;3.31;0.34;10.1;6
3410;8.9;0.3;0.35;4.6;0.032;32.0;148.0;0.99458;3.15;0.45;11.5;7
137;7.1;0.37;0.67;10.5;0.045;49.0;155.0;0.9975;3.16;0.44;8.7;5
2629;5.8;0.6;0.0;1.3;0.044;72.0;197.0;0.99202;3.56;0.43;10.9;5
800;7.8;0.27;0.58;11.2;0.036;44.0;161.0;0.9977;3.06;0.41;8.9;6
4761;6.2;0.15;0.27;11.0;0.035;46.0;116.0;0.99602;3.12;0.38;9.1;6
1080;6.8;0.15;0.33;4.7;0.059;31.0;118.0;0.9956;3.43;0.39;9.0;7
4192;6.7;0.2;0.24;6.5;0.044;28.0;100.0;0.99348;3.12;0.33;10.2;6
4271;6.9;0.42;0.2;15.4;0.043;57.0;201.0;0.99848;3.08;0.54;9.4;5
1499;6.7;0.51;0.24;2.1;0.043;14.0;155.0;0.9904;3.22;0.6;13.0;6
4143;6.1;0.25;0.28;10.0;0.055;56.0;131.0;0.994;3.22;0.35;10.9;6
2989;6.2;0.16;0.32;1.1;0.036;74.0;184.0;0.99096;3.22;0.41;11.0;6
227;7.1;0.25;0.32;10.3;0.041;66.0;272.0;0.9969;3.17;0.52;9.1;6
186;6.7;0.24;0.41;9.4;0.04;49.0;166.0;0.9954;3.12;0.61;9.9;6
28;7.4;0.27;0.48;1.1;0.047;17.0;132.0;0.9914;3.19;0.49;11.6;6
1131;6.9;0.23;0.34;4.0;0.047;24.0;128.0;0.9944;3.2;0.52;9.7;6
3776;6.9;0.33;0.31;7.7;0.04;29.0;135.0;0.99226;3.11;0.57;12.3;5
621;6.5;0.26;0.43;8.9;0.083;50.0;171.0;0.9965;2.85;0.5;9.0;5
3117;6.5;0.23;0.39;1.9;0.036;41.0;98.0;0.99;3.19;0.43;11.9;7
4664;6.1;0.16;0.34;6.1;0.034;31.0;114.0;0.99365;3.32;0.58;10.1333333333;7
662;7.0;0.57;0.1;8.3;0.094;23.0;188.0;0.9972;3.4;0.47;9.2;4
3011;6.6;0.22;0.36;5.5;0.029;30.0;105.0;0.99206;3.2;0.47;11.8;6
56;7.2;0.21;0.34;11.9;0.043;37.0;213.0;0.9962;3.09;0.5;9.6;6
2968;8.4;0.31;0.31;0.95;0.021;52.0;148.0;0.99038;2.93;0.32;11.5;5
3315;5.8;0.18;0.37;1.2;0.036;19.0;74.0;0.98853;3.09;0.49;12.7;7
1181;7.5;0.42;0.45;9.1;0.029;20.0;125.0;0.996;3.12;0.36;10.1;6
4744;5.0;0.24;0.19;5.0;0.043;17.0;101.0;0.99438;3.67;0.57;10.0;5
3464;6.9;0.29;0.41;7.8;0.046;52.0;171.0;0.99537;3.12;0.51;9.6;5
2273;6.1;0.46;0.32;6.2;0.053;10.0;94.0;0.99537;3.35;0.47;10.1;5
4213;6.5;0.38;0.53;1.4;0.142;5.0;69.0;0.9926;3.14;0.52;10.1;4
3772;6.3;0.24;0.29;13.7;0.035;53.0;134.0;0.99567;3.17;0.38;10.6;6
3739;7.0;0.15;0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7
385;5.1;0.33;0.22;1.6;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7
1041;7.7;0.275;0.3;1.0;0.039;19.0;75.0;0.992;3.01;0.56;10.7;5
2531;6.7;0.54;0.27;7.1;0.049;8.0;178.0;0.99502;3.16;0.38;9.4;4
3279;7.4;0.16;0.32;1.4;0.065;23.0;140.0;0.99134;3.06;0.47;11.4;6
2282;7.4;0.33;0.26;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;9.5;5
418;7.4;0.21;0.27;1.2;0.041;27.0;99.0;0.9927;3.19;0.33;9.8;6
3208;6.8;0.25;0.24;1.6;0.045;39.0;164.0;0.99402;3.53;0.58;10.8;5
3172;6.7;0.33;0.36;6.6;0.042;34.0;116.0;0.99123;2.97;0.31;12.2;8
4739;5.5;0.16;0.31;1.2;0.026;31.0;68.0;0.9898;3.33;0.44;11.65;6
2233;6.5;0.39;0.35;1.6;0.049;10.0;164.0;0.99516;3.35;0.51;9.7;5
299;6.7;0.17;0.5;2.1;0.043;27.0;122.0;0.9923;3.15;0.45;10.3;6
2243;6.7;0.23;0.42;11.2;0.047;52.0;171.0;0.99758;3.54;0.74;10.4;5
4824;6.4;0.23;0.35;10.3;0.042;54.0;140.0;0.9967;3.23;0.47;9.2;5
4625;8.3;0.49;0.23;6.65;0.034;6.0;158.0;0.99344;3.05;0.48;11.2;5
2141;7.7;0.28;0.35;15.3;0.056;31.0;117.0;0.9998;3.27;0.5;9.6;5
580;7.4;0.41;0.66;10.8;0.051;77.0;194.0;0.9976;3.05;0.46;8.7;5
2374;7.2;0.2;0.3;2.0;0.039;43.0;188.0;0.9911;3.3;0.41;12.0;6
3808;6.9;0.21;0.62;6.3;0.042;7.0;109.0;0.99358;2.96;0.59;10.2;6
1530;7.2;0.27;0.74;12.5;0.037;47.0;156.0;0.9981;3.04;0.44;8.7;5
1989;7.1;0.33;0.3;3.3;0.034;30.0;102.0;0.9912;3.08;0.31;12.3;7
131;6.5;0.24;0.32;7.6;0.038;48.0;203.0;0.9958;3.45;0.54;9.7;7
1082;6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;6
3203;6.4;0.22;0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7
2521;6.5;0.18;0.33;1.4;0.029;35.0;138.0;0.99114;3.36;0.6;11.5;7
3740;7.0;0.15;0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7
2659;7.1;0.15;0.34;1.0;0.033;27.0;73.0;0.98974;3.24;0.41;12.2;6
4674;5.8;0.35;0.29;3.2;0.034;41.0;151.0;0.9912;3.35;0.58;11.6333333333;7
1454;8.3;0.21;0.49;19.8;0.054;50.0;231.0;1.0012;2.99;0.54;9.2;5
848;8.7;0.23;0.32;13.4;0.044;35.0;169.0;0.99975;3.12;0.47;8.8;7
1692;7.0;0.24;0.3;4.2;0.04;41.0;213.0;0.9927;3.28;0.49;11.8;6
3283;6.6;0.2;0.14;4.4;0.184;35.0;168.0;0.99396;2.93;0.45;9.4;6
4420;6.6;0.22;0.23;17.3;0.047;37.0;118.0;0.99906;3.08;0.46;8.8;6
706;6.2;0.31;0.21;6.3;0.041;50.0;218.0;0.9941;3.15;0.6;10.0;5
2804;6.4;0.22;0.32;7.2;0.028;15.0;83.0;0.993;3.13;0.55;10.9;8
2118;6.4;0.2;0.32;3.1;0.041;18.0;126.0;0.9914;3.43;0.42;12.0;6
260;6.9;0.115;0.35;5.4;0.048;36.0;108.0;0.9939;3.32;0.42;10.2;6
3455;7.3;0.23;0.24;0.9;0.031;29.0;86.0;0.98926;2.9;0.38;12.2;6
3828;6.3;0.4;0.24;5.1;0.036;43.0;131.0;0.99186;3.24;0.44;11.3;6
3885;7.2;0.24;0.36;2.0;0.029;21.0;63.0;0.99076;3.13;0.63;12.5;6
3877;7.1;0.28;0.31;1.5;0.053;20.0;98.0;0.99069;3.15;0.5;11.4;5
3297;6.5;0.25;0.5;7.6;0.047;54.0;184.0;0.99572;3.17;0.45;9.2;5
